Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Ribosome,3.407947271779118e-06,0.0001329099435993856,0,0,18.753036437246962,236.0894848183433,RPL31;RPL37A;MRPS21;RPS27L;RPL26;RPL39
KEGG_2021_Human,Prion disease,0.0001369386089701239,0.0016885066389465452,0,0,12.238636363636363,108.87463791056324,NDUFA4;NDUFS5;NDUFA3;UQCRH;SOD1
KEGG_2021_Human,Huntington disease,0.00016747070940192728,0.0016885066389465452,0,0,11.695652173913043,101.69021141485301,NDUFA4;NDUFS5;NDUFA3;UQCRH;SOD1
KEGG_2021_Human,Oxidative phosphorylation,0.00017318016809708155,0.0016885066389465452,0,0,17.253968253968253,149.4396914841,NDUFA4;NDUFS5;NDUFA3;UQCRH
KEGG_2021_Human,Coronavirus disease,0.00024398220015567858,0.001903061161214293,0,0,10.74,89.33978016641727,RPL31;RPL37A;RPS27L;RPL26;RPL39
KEGG_2021_Human,Non-alcoholic fatty liver disease,0.00032034365550291064,0.002082233760768919,0,0,14.551307847082494,117.08151401738944,NDUFA4;NDUFS5;NDUFA3;UQCRH
KEGG_2021_Human,Diabetic cardiomyopathy,0.00047263227278714905,0.002251965786134422,0,0,13.058468957203134,99.99121588582722,NDUFA4;NDUFS5;NDUFA3;UQCRH
KEGG_2021_Human,Thermogenesis,0.0004947504087446963,0.002251965786134422,0,0,12.892857142857142,98.13342964934766,NDUFA4;NDUFS5;NDUFA3;UQCRH
KEGG_2021_Human,Amyotrophic lateral sclerosis,0.0005196844121848667,0.002251965786134422,0,0,9.032094594594595,68.3033080666576,NDUFA4;NDUFS5;NDUFA3;UQCRH;SOD1
KEGG_2021_Human,Retrograde endocannabinoid signaling,0.0008385964966154521,0.003270526336800263,0,0,19.076923076923077,135.13674334015064,NDUFA4;NDUFS5;NDUFA3
KEGG_2021_Human,Pathways of neurodegeneration,0.00093464128277696,0.00331372818439104,0,0,7.878698224852071,54.956659991384115,NDUFA4;NDUFS5;NDUFA3;UQCRH;SOD1
KEGG_2021_Human,Parkinson disease,0.0015110053668102351,0.004910767442133264,0,0,9.411970292704238,61.13055922462149,NDUFA4;NDUFS5;NDUFA3;UQCRH
KEGG_2021_Human,Alzheimer disease,0.0034867292355929016,0.010460187706778704,0,0,7.394064872325742,41.841468965380415,NDUFA4;NDUFS5;NDUFA3;UQCRH
KEGG_2021_Human,Phenylalanine metabolism,0.013527832353172247,0.03768467584097983,0,0,114.4375,492.425255996177,MIF
KEGG_2021_Human,Tyrosine metabolism,0.02244863822263249,0.05836645937884447,0,0,57.197916666666664,217.15333915470615,MIF
KEGG_2021_Human,Mismatch repair,0.04441314625915858,0.10825704400669903,0,0,25.39814814814815,79.09541499421518,SSBP1
KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,0.0530656236713829,0.11185903838476224,0,0,20.772727272727273,60.993420846916024,MGST3
