Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Chromatin Remodeling At Centromere (GO:0031055),0.005609907748737244,0.07066467135735585,0,0,277.4583333333333,1438.1278609733022,MIS18A
GO_Biological_Process_2023,CENP-A Containing Chromatin Assembly (GO:0034080),0.005609907748737244,0.07066467135735585,0,0,277.4583333333333,1438.1278609733022,MIS18A
GO_Biological_Process_2023,Regulation Of NK T Cell Activation (GO:0051133),0.005609907748737244,0.07066467135735585,0,0,277.4583333333333,1438.1278609733022,HSPH1
GO_Biological_Process_2023,Regulation Of Natural Killer Cell Mediated Immunity (GO:0002715),0.005609907748737244,0.07066467135735585,0,0,277.4583333333333,1438.1278609733022,KLRB1
GO_Biological_Process_2023,Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),0.00632637468780911,0.07066467135735585,0,0,18.594670406732117,94.14533554475314,ANKIB1;PYHIN1
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:1902162)",0.0074731639103226225,0.07066467135735585,0,0,184.95833333333334,905.6367936108123,PYHIN1
GO_Biological_Process_2023,Regulation Of MHC Class I Biosynthetic Process (GO:0045343),0.0074731639103226225,0.07066467135735585,0,0,184.95833333333334,905.6367936108123,HSPH1
GO_Biological_Process_2023,Negative Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901533),0.0074731639103226225,0.07066467135735585,0,0,184.95833333333334,905.6367936108123,METTL14
GO_Biological_Process_2023,Regulation Of Sensory Perception (GO:0051931),0.0074731639103226225,0.07066467135735585,0,0,184.95833333333334,905.6367936108123,GPR171
GO_Biological_Process_2023,Regulation Of Sensory Perception Of Pain (GO:0051930),0.0074731639103226225,0.07066467135735585,0,0,184.95833333333334,905.6367936108123,GPR171
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),0.007526672526648434,0.07066467135735585,0,0,16.946291560102303,82.85554112124672,RPLP0;RPL9
GO_Biological_Process_2023,Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910),0.009333069801914924,0.07066467135735585,0,0,138.70833333333334,648.3492839863043,KLRB1
GO_Biological_Process_2023,Regulation Of Feeding Behavior (GO:0060259),0.009333069801914924,0.07066467135735585,0,0,138.70833333333334,648.3492839863043,GPR171
GO_Biological_Process_2023,Radial Glial Cell Differentiation (GO:0060019),0.009333069801914924,0.07066467135735585,0,0,138.70833333333334,648.3492839863043,METTL14
GO_Biological_Process_2023,Oligosaccharide Catabolic Process (GO:0009313),0.011189630770418141,0.07413130385402018,0,0,110.95833333333333,498.510021992169,IDNK
GO_Biological_Process_2023,Cellular Response To Interferon-Alpha (GO:0035457),0.011189630770418141,0.07413130385402018,0,0,110.95833333333333,498.510021992169,PYHIN1
