Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2023,Chemokine Receptor Activity (GO:0004950),4.800856665756522e-09,1.6802998330147826e-07,0,0,281.24444444444447,5387.088685217081,CCR7;CCR5;CCR4;CCR2
GO_Molecular_Function_2023,G Protein-Coupled Chemoattractant Receptor Activity (GO:0001637),3.586514431427845e-07,6.276400254998729e-06,0,0,302.0863636363636,4483.237994201691,CCR5;CCR4;CCR2
GO_Molecular_Function_2023,C-C Chemokine Binding (GO:0019957),2.5505241825116603e-05,0.00029756115462636033,0,0,385.3565217391304,4075.7720248820256,CCR7;CCR5
GO_Molecular_Function_2023,Cytokine Receptor Activity (GO:0004896),4.798369989272897e-05,0.0004198573740613785,0,0,50.23409090909091,499.560411484385,CCR5;CCR4;CCR2
GO_Molecular_Function_2023,G Protein-Coupled Receptor Activity (GO:0004930),0.0005323349858314525,0.003726344900820167,0,0,21.60627861347286,162.87326171414352,S1PR1;CCR7;CXCR6
GO_Molecular_Function_2023,MHC Class II Protein Binding (GO:0042289),0.00562142782582722,0.0281071391291361,0,0,230.82291666666666,1195.9326755411996,MFAP3
GO_Molecular_Function_2023,Alpha-Glucosidase Activity (GO:0090599),0.00562142782582722,0.0281071391291361,0,0,230.82291666666666,1195.9326755411996,MGAM2
GO_Molecular_Function_2023,Bioactive Lipid Receptor Activity (GO:0045125),0.006742072937828397,0.029496569102999238,0,0,184.65,923.1369653581763,S1PR1
GO_Molecular_Function_2023,Voltage-Gated Potassium Channel Activity Involved In Cardiac Muscle Cell Action Potential Repolarization (GO:0086008),0.008979728868053184,0.03492116782020683,0,0,131.88095238095238,621.5266519752378,KCNJ2
GO_Molecular_Function_2023,"UDP-galactose:beta-N-acetylglucosamine Beta-1,3-Galactosyltransferase Activity (GO:0008499)",0.0100967419825699,0.035338596938994646,0,0,115.390625,530.2825193455295,B3GALT2
GO_Molecular_Function_2023,"Beta-1,3-Galactosyltransferase Activity (GO:0048531)",0.01232714443377384,0.03618605895656501,0,0,92.30416666666666,405.7646476328825,B3GALT2
GO_Molecular_Function_2023,Inward Rectifier Potassium Channel Activity (GO:0005242),0.013440536183867003,0.03618605895656501,0,0,83.9090909090909,361.6045532905542,KCNJ2
GO_Molecular_Function_2023,CCR Chemokine Receptor Binding (GO:0048020),0.013440536183867003,0.03618605895656501,0,0,83.9090909090909,361.6045532905542,CCR2
GO_Molecular_Function_2023,Phosphatidylinositol Phospholipase C Activity (GO:0004435),0.017882068409151623,0.03907483771520625,0,0,61.522222222222226,247.5627664979344,CCR5
GO_Molecular_Function_2023,Chemokine Binding (GO:0019956),0.017882068409151623,0.03907483771520625,0,0,61.522222222222226,247.5627664979344,CCR5
GO_Molecular_Function_2023,UDP-galactosyltransferase Activity (GO:0035250),0.018989448899396313,0.03907483771520625,0,0,57.674479166666664,228.61424011510914,B3GALT2
GO_Molecular_Function_2023,Cysteine-Type Endopeptidase Inhibitor Activity Involved In Apoptotic Process (GO:0043027),0.018989448899396313,0.03907483771520625,0,0,57.674479166666664,228.61424011510914,TNFSF14
GO_Molecular_Function_2023,Phospholipase C Activity (GO:0004629),0.020095630824963216,0.03907483771520625,0,0,54.279411764705884,212.08338682626936,CCR5
GO_Molecular_Function_2023,MHC Protein Binding (GO:0042287),0.033276773396277375,0.06129931941419516,0,0,31.801724137931036,108.2179478081424,MFAP3
GO_Molecular_Function_2023,Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094),0.04305075873445004,0.0735514713387473,0,0,24.25986842105263,76.30639391547513,KCNJ2
GO_Molecular_Function_2023,Voltage-Gated Potassium Channel Activity (GO:0005249),0.04413088280324838,0.0735514713387473,0,0,23.636752136752136,73.76074120133838,KCNJ2
GO_Molecular_Function_2023,"Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)",0.06125451635248635,0.09745036692441009,0,0,16.74848484848485,46.77379001602019,KCNJ2
GO_Molecular_Function_2023,Protein Tyrosine Kinase Binding (GO:1990782),0.06970551816468719,0.10607361459843703,0,0,14.616402116402117,38.930433234225525,MFAP3
GO_Molecular_Function_2023,Phosphatidylinositol Bisphosphate Binding (GO:1902936),0.07808345830779168,0.11387171003219619,0,0,12.964788732394366,33.05991367392694,KCNJ2
GO_Molecular_Function_2023,Protein Kinase Binding (GO:0019901),0.08694290437723029,0.1217200661281224,0,0,4.323151925181574,10.559314345062347,MFAP3;ACTB
GO_Molecular_Function_2023,G Protein-Coupled Receptor Binding (GO:0001664),0.09871262446082908,0.1328823790818853,0,0,10.106227106227106,23.401397705213455,S1PR1
GO_Molecular_Function_2023,Actin Binding (GO:0003779),0.158930587998205,0.20602113259026575,0,0,6.0337171052631575,11.09774181114872,CCR5
GO_Molecular_Function_2023,Transcription Regulatory Region Nucleic Acid Binding (GO:0001067),0.16937025394882943,0.2117128174360368,0,0,5.623721881390593,9.985863597023496,ZNF217
GO_Molecular_Function_2023,"DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)",0.19994816966762652,0.24131675649541132,0,0,4.66985544217687,7.517052751864557,ZNF217
GO_Molecular_Function_2023,Transcription Cis-Regulatory Region Binding (GO:0000976),0.3102223761977447,0.3619261055640355,0,0,2.791027607361963,3.2668026294817767,ZNF217
GO_Molecular_Function_2023,Kinase Binding (GO:0019900),0.3670411069233408,0.41440124975215903,0,0,2.261221945137157,2.2663807629884505,ACTB
GO_Molecular_Function_2023,Sequence-Specific Double-Stranded DNA Binding (GO:1990837),0.4071895206356486,0.44536353819524066,0,0,1.974617903930131,1.7741478804196134,ZNF217
GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987),0.6009002100925612,0.6214469866210096,0,0,1.1141009595327493,0.5674410287410763,ZNF217
GO_Molecular_Function_2023,RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978),0.603691358431838,0.6214469866210096,0,0,1.1054865424430642,0.5579304436042533,ZNF217
GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977),0.6327523250133554,0.6327523250133554,0,0,1.0197796934865901,0.46672890015865987,ZNF217
