Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2023,Cytokine Activity (GO:0005125),0.0014791882141683942,0.022565345355637652,0,0,40.59964726631393,264.55793242750576,CXCL5;BMP6
GO_Molecular_Function_2023,Fatty Acid Elongase Activity (GO:0009922),0.002075009030166515,0.022565345355637652,0,0,769.9666666666667,4756.69219920875,ELOVL7
GO_Molecular_Function_2023,Protein-Glutamine Gamma-Glutamyltransferase Activity (GO:0003810),0.0027657857246009628,0.022565345355637652,0,0,513.2888888888889,3023.4925348127736,F13A1
GO_Molecular_Function_2023,BMP Receptor Binding (GO:0070700),0.0041459966717783195,0.022565345355637652,0,0,307.94666666666666,1689.2759508819663,BMP6
GO_Molecular_Function_2023,Transmembrane Receptor Protein Serine/Threonine Kinase Binding (GO:0070696),0.0041459966717783195,0.022565345355637652,0,0,307.94666666666666,1689.2759508819663,BMP6
GO_Molecular_Function_2023,Fatty Acid Synthase Activity (GO:0004312),0.004835431147636639,0.022565345355637652,0,0,256.6111111111111,1368.195268396067,ELOVL7
GO_Molecular_Function_2023,CXCR Chemokine Receptor Binding (GO:0045236),0.00690105284619861,0.02760421138479444,0,0,171.05185185185186,851.1679200668873,CXCL5
GO_Molecular_Function_2023,Histone Acetyltransferase Binding (GO:0035035),0.011705223431147412,0.04096828200901594,0,0,96.1875,427.81507612798686,GLI3
GO_Molecular_Function_2023,Chemokine Activity (GO:0008009),0.014440675525215201,0.044926546078447295,0,0,76.93666666666667,326.0350020419163,CXCL5
GO_Molecular_Function_2023,Chemokine Receptor Binding (GO:0042379),0.016487605682917607,0.046165295912169294,0,0,66.89275362318841,274.6045434497894,CXCL5
GO_Molecular_Function_2023,Ubiquitin Ligase-Substrate Adaptor Activity (GO:1990756),0.02733743098362476,0.06958618795831757,0,0,39.422222222222224,141.9002265066491,ANKRD9
GO_Molecular_Function_2023,Ubiquitin Binding (GO:0043130),0.05265775544284154,0.12190501484665928,0,0,19.934199134199133,58.68512107185605,UBXN2A
GO_Molecular_Function_2023,Histone Deacetylase Binding (GO:0042826),0.05659875689309181,0.12190501484665928,0,0,18.488353413654618,53.09426645815527,GLI3
GO_Molecular_Function_2023,G Protein-Coupled Receptor Activity (GO:0004930),0.08439605554801997,0.16879211109603995,0,0,12.156084656084657,30.052693253662266,GPR15
GO_Molecular_Function_2023,Receptor Ligand Activity (GO:0048018),0.09517238485936538,0.17205858697286036,0,0,10.703030303030303,25.174227831777273,BMP6
GO_Molecular_Function_2023,Protein Heterodimerization Activity (GO:0046982),0.0983191925559202,0.17205858697286036,0,0,10.33918918918919,23.982121805684354,BMP6
GO_Molecular_Function_2023,GTPase Activity (GO:0003924),0.14729350024863685,0.2285520625349193,0,0,6.688011695906432,12.809736616788902,GNG11
GO_Molecular_Function_2023,Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111),0.14967551305778937,0.2285520625349193,0,0,6.571551724137931,12.481253390844723,GNG11
GO_Molecular_Function_2023,Ubiquitin Protein Ligase Activity (GO:0061630),0.15855261679308233,0.2285520625349193,0,0,6.168421052631579,11.360188435078767,TRIM40
GO_Molecular_Function_2023,Ubiquitin-Like Protein Ligase Activity (GO:0061659),0.1632514732392281,0.2285520625349193,0,0,5.972810457516339,10.825500865615648,TRIM40
GO_Molecular_Function_2023,Transcription Cis-Regulatory Region Binding (GO:0000976),0.19940459806508018,0.2658727974201069,0,0,4.776310272536688,7.701415163391021,GLI3
GO_Molecular_Function_2023,Ubiquitin-Protein Transferase Activity (GO:0004842),0.21112652906303958,0.26870649153477766,0,0,4.476302851524091,6.961983356813039,TRIM40
GO_Molecular_Function_2023,Double-Stranded DNA Binding (GO:0003690),0.24213732794694448,0.29477587750062806,0,0,3.8223905723905722,5.421106357831896,GLI3
GO_Molecular_Function_2023,Sequence-Specific DNA Binding (GO:0043565),0.26165142436408784,0.2965436649879015,0,0,3.490069284064665,4.679282829446777,GLI3
GO_Molecular_Function_2023,Sequence-Specific Double-Stranded DNA Binding (GO:1990837),0.26477112945348347,0.2965436649879015,0,0,3.441457858769932,4.573317174002913,GLI3
GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987),0.4181140518993134,0.43618758388761714,0,0,1.9386284722222222,1.6904860289091816,GLI3
GO_Molecular_Function_2023,RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978),0.42060945589163085,0.43618758388761714,0,0,1.923083548664944,1.6654875343547646,GLI3
GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977),0.44621246356465155,0.44621246356465155,0,0,1.7733174034249304,1.430996326579181,GLI3
